symbol	syn.obs	missense.obs	nonsense.obs	fs.obs	inframe.obs	max.missense	max.nonsense	max.prot	cds.id	length	total.mut.cnt	prot.mut.cnt	total.mut.pct	prot.mut.pct	score.max_cnt	score.mult_pct	score.max_pct	max.peak.cnt	multiple.cnt	summit.start	summit.end	wt.stop	fitch	fitch.summit
SLC6A2	1	0	0	0	0	NA	NA	NA	ENST00000379906	5553	1	0	0.0180082838105529	0	0	NA	NA	0	0	0	0	0	NA	NA
SLC6A7	0	1	0	0	0	NA	NA	NA	ENST00000230671	5724	1	1	0.0174703004891684	0.0174703004891684	1	0	1	0	0	582	582	0	0.2262911636	0.2262911636
SLC7A1	1	0	0	0	0	NA	NA	NA	ENST00000380752	5661	1	0	0.0176647235470765	0	0	NA	NA	0	0	0	0	0	NA	NA
SLC7A10	0	1	0	0	0	NA	NA	NA	ENST00000253188	4707	1	1	0.0212449543233482	0.0212449543233482	1	0	1	0	0	110	110	0	0.094605276	0.094605276
SLC7A6	0	1	0	0	0	NA	NA	NA	ENST00000219343	4635	1	1	0.0215749730312837	0.0215749730312837	1	0	1	0	0	410	410	0	0	0
SLC8A2	0	1	0	0	0	NA	NA	NA	ENST00000236877	8289	1	1	0.0120641814452889	0.0120641814452889	1	0	1	0	0	710	710	0	0.2982109431	0.2982109431
SLC9A1	1	0	0	0	0	NA	NA	NA	ENST00000263980	7335	1	0	0.0136332651670075	0	0	NA	NA	0	0	0	0	0	NA	NA
SLC9A8	0	0	0	1	0	NA	NA	NA	ENST00000361573	5229	1	1	0.0191241155096577	0.0191241155096577	0	NA	NA	0	0	0	0	363	NA	NA
SLCO1C1	0	1	0	0	0	NA	NA	NA	ENST00000266509	6408	1	1	0.015605493133583	0.015605493133583	1	0	1	0	0	153	153	0	0	0
SLCO4C1	0	1	1	0	0	NA	NA	NA	ENST00000310954	6516	2	2	0.0306936771025169	0.0306936771025169	1	0	1	0	0	611	611	436	0.132061371	0.132061371
SLCO6A1	1	1	0	0	0	NA	NA	NA	ENST00000379807	6471	2	1	0.0309071240921032	0.0154535620460516	1	0	1	0	0	444	444	0	NA	NA
SLF1	0	2	0	0	0	NA	NA	NA	ENST00000265140	9522	2	2	0.0210039907582441	0.0210039907582441	1	0	0.5	0	0	827	827	0	0.6360659575	0.6360659575
SLF2	0	1	0	1	0	NA	NA	NA	ENST00000238961	10557	2	2	0.0189447759780241	0.0189447759780241	1	0	1	0	0	583	583	238	0.1657808169	0.1657808169
SLFN12	0	1	0	0	0	NA	NA	NA	ENST00000304905	5202	1	1	0.0192233756247597	0.0192233756247597	1	0	1	0	0	350	350	0	2.9766848185	2.9766848185
SLIT1	0	1	0	0	0	NA	NA	NA	ENST00000266058	13806	1	1	0.00724322758221063	0.00724322758221063	1	0	1	0	0	735	735	0	0.0871204901	0.0871204901
SLIT2	0	2	0	0	0	NA	NA	NA	ENST00000504154	13761	2	2	0.0145338274834678	0.0145338274834678	1	0	0.5	0	0	122	122	0	0	0
SLITRK1	0	1	0	0	0	NA	NA	NA	ENST00000377084	6264	1	1	0.0159642401021711	0.0159642401021711	1	0	1	0	0	234	234	0	0.1922586294	0.1922586294
SLITRK3	0	1	0	0	0	NA	NA	NA	ENST00000241274	8793	1	1	0.0113726828158763	0.0113726828158763	1	0	1	0	0	22	22	0	0.0886218182	0.0886218182
SLITRK5	0	0	0	1	0	NA	NA	NA	ENST00000325089	8622	1	1	0.0115982370679657	0.0115982370679657	0	NA	NA	0	0	0	0	956	NA	NA
SLK	0	1	0	0	0	NA	NA	NA	ENST00000369755	11115	1	1	0.00899685110211426	0.00899685110211426	1	0	1	0	0	1065	1065	0	0.2844983398	0.2844983398
SMAD7	1	0	0	0	0	NA	NA	NA	ENST00000262158	3834	1	0	0.0260824204486176	0	0	NA	NA	0	0	0	0	0	NA	NA
SMAP2	0	1	0	0	0	NA	NA	NA	ENST00000372718	3861	1	1	0.0259000259000259	0.0259000259000259	1	0	1	0	0	36	36	0	0	0
SMARCA2	0	1	0	0	0	NA	NA	NA	ENST00000349721	14310	1	1	0.00698812019566736	0.00698812019566736	1	0	1	0	0	717	717	0	0.3373014886	0.3373014886
SMARCA4	1	0	0	0	0	NA	NA	NA	ENST00000344626	14823	1	0	0.0067462726843419	0	0	NA	NA	0	0	0	0	0	NA	NA
SMARCA5	0	1	0	0	0	NA	NA	NA	ENST00000283131	9468	1	1	0.0105618926911703	0.0105618926911703	1	0	1	0	0	947	947	0	0	0
SMARCAL1	0	1	1	0	0	NA	NA	NA	ENST00000357276	8586	2	2	0.0232937339855579	0.0232937339855579	1	0	1	0	0	817	817	746	0	0
SMC1A	3	0	0	0	0	-4.99997643810075	-4.99961802587313	NA	ENST00000322213	11097	3	0	0.0270343336036767	0	0	NA	NA	0	0	0	0	0	NA	NA
SMC3	0	4	0	0	0	4.99997510316177	-4.99977733692439	NA	ENST00000361804	10953	4	4	0.0365196749748927	0.0365196749748927	1	0	0.25	0	0	202	202	0	0	0
SMC4	0	3	0	0	0	4.99999810464945	-4.99785181248957	NA	ENST00000344722	11592	3	3	0.025879917184265	0.025879917184265	1	0.666666666666667	0.666666666666667	2	2	980	986	0	0.172232459033333	0.25834868855
SMIM10	0	1	0	0	0	NA	NA	NA	ENST00000330288	747	1	1	0.133868808567604	0.133868808567604	1	0	1	0	0	62	62	0	2.3230290102	2.3230290102
SMO	1	0	0	0	0	NA	NA	NA	ENST00000249373	7083	1	0	0.0141183114499506	0	0	NA	NA	0	0	0	0	0	NA	NA
SMOX	0	1	0	0	0	NA	NA	NA	ENST00000305958	4995	1	1	0.02002002002002	0.02002002002002	1	0	1	0	0	550	550	0	0	0
SMPD4	0	1	0	0	0	NA	NA	NA	ENST00000409031	7794	1	1	0.0128303823453939	0.0128303823453939	1	0	1	0	0	656	656	0	0	0
SMTN	0	0	1	0	0	NA	NA	NA	ENST00000347557	8253	1	1	0.0121168060099358	0.0121168060099358	0	NA	NA	0	0	0	0	822	NA	NA
SMTNL1	0	1	0	0	0	NA	NA	NA	ENST00000399154	4113	1	1	0.0243131534159981	0.0243131534159981	1	0	1	0	0	296	296	0	NA	NA
SNAPC4	1	0	0	0	0	NA	NA	NA	ENST00000298532	13221	1	0	0.00756372437788367	0	0	NA	NA	0	0	0	0	0	NA	NA
SNCAIP	0	2	0	0	0	NA	NA	NA	ENST00000261368	8271	2	2	0.0241808729295128	0.0241808729295128	1	0	0.5	0	0	71	71	0	0.0937241305	0.0937241305
SNRNP200	0	1	0	1	0	NA	NA	NA	ENST00000323853	19224	2	2	0.0104036620890553	0.0104036620890553	1	0	1	0	0	489	489	219	0.4391434174	0.4391434174
SNRPB2	0	1	0	0	0	NA	NA	NA	ENST00000246071	2025	1	1	0.0493827160493827	0.0493827160493827	1	0	1	0	0	38	38	0	NA	NA
SNRPN	0	1	0	0	0	NA	NA	NA	ENST00000346403	2160	1	1	0.0462962962962963	0.0462962962962963	1	0	1	0	0	118	118	0	NA	NA
SNTA1	0	1	0	0	0	NA	NA	NA	ENST00000217381	4545	1	1	0.022002200220022	0.022002200220022	1	0	1	0	0	473	473	0	0.1980496467	0.1980496467
SNTN	0	1	0	0	0	NA	NA	NA	ENST00000343837	1323	1	1	0.0755857898715042	0.0755857898715042	1	0	1	0	0	143	143	0	1.9562981061	1.9562981061
SNW1	0	1	1	0	0	NA	NA	NA	ENST00000261531	4824	2	2	0.0414593698175788	0.0414593698175788	1	0	1	0	0	189	189	138	0.0815008678	0.0815008678
SNX18	0	1	0	0	0	NA	NA	NA	ENST00000381410	5616	1	1	0.0178062678062678	0.0178062678062678	1	0	1	0	0	544	544	0	0.0909446503	0.0909446503
SNX20	0	1	0	0	0	NA	NA	NA	ENST00000330943	2844	1	1	0.0351617440225035	0.0351617440225035	1	0	1	0	0	170	170	0	0.6324211231	0.6324211231
SOCS5	0	1	0	0	0	NA	NA	NA	ENST00000306503	4824	1	1	0.0207296849087894	0.0207296849087894	1	0	1	0	0	478	478	0	0	0
SOGA1	0	0	0	0	1	NA	NA	NA	ENST00000237536	14949	1	0	0.0066894106629206	0	0	NA	NA	0	0	0	0	0	NA	NA
SOHLH2	0	1	0	0	0	NA	NA	NA	ENST00000379881	3825	1	1	0.0261437908496732	0.0261437908496732	1	0	1	0	0	239	239	0	0	0
SON	1	0	0	1	0	NA	NA	NA	ENST00000356577	21834	2	1	0.00916002564807182	0.00458001282403591	0	NA	NA	0	0	0	0	1632	NA	NA
SORBS2	0	1	0	0	0	NA	NA	NA	ENST00000284776	9900	1	1	0.0101010101010101	0.0101010101010101	1	0	1	0	0	958	958	0	0	0
SORCS1	0	1	0	0	0	NA	NA	NA	ENST00000263054	10512	1	1	0.00951293759512938	0.00951293759512938	1	0	1	0	0	613	613	0	0	0
SORL1	0	1	0	0	0	NA	NA	NA	ENST00000260197	19926	1	1	0.00501856870420556	0.00501856870420556	1	0	1	0	0	1930	1930	0	0.0850995171	0.0850995171
SOX10	1	0	0	0	0	NA	NA	NA	ENST00000360880	4194	1	0	0.0238435860753457	0	0	NA	NA	0	0	0	0	0	NA	NA
SOX13	0	1	0	0	0	NA	NA	NA	ENST00000367204	5598	1	1	0.0178635226866738	0.0178635226866738	1	0	1	0	0	529	529	0	1.4377318343	1.4377318343
SOX7	0	1	0	0	0	NA	NA	NA	ENST00000304501	3492	1	1	0.0286368843069874	0.0286368843069874	1	0	1	0	0	168	168	0	0.8753011036	0.8753011036
SP140	0	1	0	0	0	NA	NA	NA	ENST00000392045	7803	1	1	0.0128155837498398	0.0128155837498398	1	0	1	0	0	113	113	0	1.8876411281	1.8876411281
SP2	0	1	0	0	0	NA	NA	NA	ENST00000376741	5517	1	1	0.0181257930034439	0.0181257930034439	1	0	1	0	0	322	322	0	0.097853687	0.097853687
SP4	0	1	0	0	0	NA	NA	NA	ENST00000222584	7056	1	1	0.014172335600907	0.014172335600907	1	0	1	0	0	256	256	0	0.0972504289	0.0972504289
SPACA7	0	1	0	0	0	NA	NA	NA	ENST00000283550	1755	1	1	0.056980056980057	0.056980056980057	1	0	1	0	0	121	121	0	2.3667836121	2.3667836121
SPAM1	1	0	0	0	0	NA	NA	NA	ENST00000223028	4581	1	0	0.0218292949137743	0	0	NA	NA	0	0	0	0	0	NA	NA
SPANXN5	1	0	0	0	0	NA	NA	NA	ENST00000375511	648	1	0	0.154320987654321	0	0	NA	NA	0	0	0	0	0	NA	NA
SPARCL1	0	1	0	0	0	NA	NA	NA	ENST00000282470	5976	1	1	0.0167336010709505	0.0167336010709505	1	0	1	0	0	183	183	0	0.8837768096	0.8837768096
SPATA31A3	1	0	1	0	0	NA	NA	NA	ENST00000428649	12123	2	1	0.0164975666089252	0.00824878330446259	0	NA	NA	0	0	0	0	128	NA	NA
SPATA31A6	0	0	1	0	0	NA	NA	NA	ENST00000332857	12087	1	1	0.00827335153470671	0.00827335153470671	0	NA	NA	0	0	0	0	128	NA	NA
SPATA31E1	0	5	0	0	0	4.99999947713978	-4.99561705154771	NA	ENST00000325643	13005	5	5	0.0384467512495194	0.0384467512495194	1	0	0.2	0	0	154	154	0	2.1039442309	2.1039442309
SPATA9	0	1	0	0	0	NA	NA	NA	ENST00000274432	2286	1	1	0.0437445319335083	0.0437445319335083	1	0	1	0	0	189	189	0	2.0518437495	2.0518437495
SPECC1L	0	2	0	0	0	NA	NA	NA	ENST00000314328	10053	2	2	0.0198945588381578	0.0198945588381578	1	0	0.5	0	0	79	79	0	0.38554604915	0.38554604915
SPEF2	0	2	0	0	0	NA	NA	NA	ENST00000356031	16398	2	2	0.0121966093426028	0.0121966093426028	1	0	0.5	0	0	195	195	0	0.58386584155	0.58386584155
SPEG	2	1	0	0	0	-1.51035386312646	-4.99999301530328	NA	ENST00000312358	29403	3	1	0.0102030405060708	0.0034010135020236	1	0	1	0	0	2898	2898	0	0.8171773123	0.8171773123
SPG11	0	1	0	0	0	NA	NA	NA	ENST00000261866	21987	1	1	0.0045481420839587	0.0045481420839587	1	0	1	0	0	2288	2288	0	0.1652998982	0.1652998982
SPG7	1	1	0	0	0	NA	NA	NA	ENST00000268704	7155	2	1	0.0279524807826695	0.0139762403913347	1	0	1	0	0	389	389	0	0	0
SPHK1	0	0	0	0	1	NA	NA	NA	ENST00000392496	3456	1	0	0.0289351851851852	0	0	NA	NA	0	0	0	0	0	NA	NA
SPHK2	0	1	0	0	0	NA	NA	NA	ENST00000245222	5886	1	1	0.0169894665307509	0.0169894665307509	1	0	1	0	0	303	303	0	0.1202450594	0.1202450594
SPHKAP	0	2	0	0	0	NA	NA	NA	ENST00000392056	15300	2	2	0.0130718954248366	0.0130718954248366	1	0	0.5	0	0	535	535	0	1.47868725715	1.47868725715
SPICE1	0	1	0	0	0	NA	NA	NA	ENST00000295872	7695	1	1	0.0129954515919428	0.0129954515919428	1	0	1	0	0	261	261	0	0.4742796562	0.4742796562
SPINK5	0	1	0	0	0	NA	NA	NA	ENST00000256084	9576	1	1	0.0104427736006683	0.0104427736006683	1	0	1	0	0	411	411	0	1.5819881161	1.5819881161
SPNS2	0	1	0	0	0	NA	NA	NA	ENST00000329078	4941	1	1	0.0202388180530257	0.0202388180530257	1	0	1	0	0	360	360	0	0.3853768745	0.3853768745
SPOCK2	0	1	0	0	0	NA	NA	NA	ENST00000317376	3816	1	1	0.0262054507337526	0.0262054507337526	1	0	1	0	0	323	323	0	0.1053315458	0.1053315458
SPOP	0	1	0	0	0	NA	NA	NA	ENST00000347630	3366	1	1	0.029708853238265	0.029708853238265	1	0	1	0	0	47	47	0	0.0867049116	0.0867049116
SPPL3	0	1	0	0	0	NA	NA	NA	ENST00000353487	3456	1	1	0.0289351851851852	0.0289351851851852	1	0	1	0	0	209	209	0	0	0
SPRED1	0	1	0	0	0	NA	NA	NA	ENST00000299084	3996	1	1	0.025025025025025	0.025025025025025	1	0	1	0	0	268	268	0	0.2474811778	0.2474811778
SPRR2G	0	1	0	0	0	NA	NA	NA	ENST00000368748	657	1	1	0.15220700152207	0.15220700152207	1	0	1	0	0	35	35	0	0.6324810651	0.6324810651
SPRR4	0	1	0	0	0	NA	NA	NA	ENST00000328051	711	1	1	0.140646976090014	0.140646976090014	1	0	1	0	0	20	20	0	0.2101444281	0.2101444281
SPRYD3	1	0	0	0	0	NA	NA	NA	ENST00000301463	3978	1	0	0.0251382604323781	0	0	NA	NA	0	0	0	0	0	NA	NA
SPTA1	1	3	0	1	0	0.0293397034227382	0.25766646922275	NA	ENST00000368147	21771	5	4	0.0229663313582288	0.0183730650865831	1	0	0.333333333333333	0	0	783	783	903	0.263667294433333	0.263667294433333
SPTB	0	1	0	0	0	NA	NA	NA	ENST00000389721	19233	1	1	0.00519939686996308	0.00519939686996308	1	0	1	0	0	1605	1605	0	0.2755992676	0.2755992676
SPTBN2	0	1	0	0	0	NA	NA	NA	ENST00000309996	21510	1	1	0.00464900046490005	0.00464900046490005	1	0	1	0	0	86	86	0	0	0
SPTBN4	1	0	0	0	0	NA	NA	NA	ENST00000352632	23076	1	0	0.00433350667360028	0	0	NA	NA	0	0	0	0	0	NA	NA
SPTBN5	0	1	0	0	0	NA	NA	NA	ENST00000320955	33066	1	1	0.00302425452126051	0.00302425452126051	1	0	1	0	0	860	860	0	1.4793762274	1.4793762274
SQLE	0	1	0	0	0	NA	NA	NA	ENST00000265896	5166	1	1	0.0193573364305072	0.0193573364305072	1	0	1	0	0	273	273	0	0.8761974223	0.8761974223
SRBD1	0	1	0	0	0	NA	NA	NA	ENST00000263736	8955	1	1	0.0111669458403127	0.0111669458403127	1	0	1	0	0	380	380	0	0	0
SREBF2	0	0	0	2	0	NA	NA	NA	ENST00000361204	10269	2	2	0.019476093095725	0.019476093095725	0	NA	NA	0	0	0	0	221	NA	NA
SRRM2	0	1	0	0	0	NA	NA	NA	ENST00000301740	24768	1	1	0.0040374677002584	0.0040374677002584	1	0	1	0	0	1705	1705	0	0	0
SRRM4	1	0	0	0	0	NA	NA	NA	ENST00000267260	5499	1	0	0.0181851245681033	0	0	NA	NA	0	0	0	0	0	NA	NA
SSB	0	0	0	0	1	NA	NA	NA	ENST00000260956	3672	1	0	0.0272331154684096	0	0	NA	NA	0	0	0	0	0	NA	NA
SSC5D	1	0	0	0	0	NA	NA	NA	ENST00000389623	14157	1	0	0.00706364342727979	0	0	NA	NA	0	0	0	0	0	NA	NA
SSH1	0	1	0	0	0	NA	NA	NA	ENST00000326495	9441	1	1	0.0105920982946722	0.0105920982946722	1	0	1	0	0	661	661	0	0.6132461412	0.6132461412
SSPN	0	1	0	0	0	NA	NA	NA	ENST00000242729	2187	1	1	0.0457247370827618	0.0457247370827618	1	0	1	0	0	113	113	0	0	0
SSTR1	1	1	0	0	0	NA	NA	NA	ENST00000267377	3519	2	1	0.0568343279340722	0.0284171639670361	1	0	1	0	0	216	216	0	0.3440684999	0.3440684999
SSX1	0	1	0	0	0	NA	NA	NA	ENST00000376919	1692	1	1	0.0591016548463357	0.0591016548463357	1	0	1	0	0	111	111	0	2.2847673041	2.2847673041
ST18	0	2	0	1	0	4.99999997402434	3.93456837479	NA	ENST00000276480	9423	3	3	0.0318369945877109	0.0318369945877109	1	0	0.5	0	0	538	538	621	0.24820469315	0.24820469315
ST6GAL1	1	0	0	0	0	NA	NA	NA	ENST00000169298	3654	1	0	0.0273672687465791	0	0	NA	NA	0	0	0	0	0	NA	NA
ST6GAL2	0	1	0	0	0	NA	NA	NA	ENST00000361686	4761	1	1	0.0210039907582441	0.0210039907582441	1	0	1	0	0	493	493	0	0.0946727546	0.0946727546
ST6GALNAC1	0	1	0	0	0	NA	NA	NA	ENST00000156626	5400	1	1	0.0185185185185185	0.0185185185185185	1	0	1	0	0	47	47	0	NA	NA
ST8SIA5	1	0	0	0	0	NA	NA	NA	ENST00000315087	3384	1	0	0.0295508274231678	0	0	NA	NA	0	0	0	0	0	NA	NA
ST8SIA6	0	1	0	0	0	NA	NA	NA	ENST00000377602	3582	1	1	0.0279173646007817	0.0279173646007817	1	0	1	0	0	373	373	0	0	0
STAB1	1	3	0	0	0	0.442356196437103	-4.99999723146939	NA	ENST00000321725	23130	4	3	0.0172935581495893	0.012970168612192	1	0	0.333333333333333	0	0	169	169	0	0.229399659433333	0.229399659433333
STAB2	0	0	1	2	0	-4.99990756428351	4.99999787933025	NA	ENST00000388887	22959	3	3	0.0130667712008363	0.0130667712008363	0	NA	NA	0	0	0	0	1292.66666666667	NA	NA
STARD13	0	1	0	0	0	NA	NA	NA	ENST00000336934	10017	1	1	0.00998302885095338	0.00998302885095338	1	0	1	0	0	129	129	0	0.1171731554	0.1171731554
STAU2	0	1	0	0	0	NA	NA	NA	ENST00000524300	5130	1	1	0.0194931773879142	0.0194931773879142	1	0	1	0	0	501	501	0	0.1038572694	0.1038572694
STC2	0	1	0	0	0	NA	NA	NA	ENST00000265087	2718	1	1	0.0367917586460633	0.0367917586460633	1	0	1	0	0	240	240	0	0.814508929	0.814508929
STEAP2	0	1	0	0	0	NA	NA	NA	ENST00000287908	4410	1	1	0.0226757369614512	0.0226757369614512	1	0	1	0	0	10	10	0	0.0953810669	0.0953810669
STIL	0	1	0	0	0	NA	NA	NA	ENST00000360380	11583	1	1	0.0086333419666753	0.0086333419666753	1	0	1	0	0	549	549	0	NA	NA
STIM2	1	1	0	0	0	NA	NA	NA	ENST00000467087	6714	2	1	0.0297885016383676	0.0148942508191838	1	0	1	0	0	162	162	0	0.3027319439	0.3027319439
STK11	0	0	1	0	0	NA	NA	NA	ENST00000326873	3897	1	1	0.0256607646907878	0.0256607646907878	0	NA	NA	0	0	0	0	220	NA	NA
STK19	0	1	0	0	0	NA	NA	NA	ENST00000375333	3312	1	1	0.0301932367149758	0.0301932367149758	1	0	1	0	0	137	137	0	0.6216003318	0.6216003318
STK4	0	1	0	0	0	NA	NA	NA	ENST00000372806	4383	1	1	0.0228154232261008	0.0228154232261008	1	0	1	0	0	181	181	0	0.0894730885	0.0894730885
STMN2	0	1	0	0	0	NA	NA	NA	ENST00000220876	1611	1	1	0.0620732464307883	0.0620732464307883	1	0	1	0	0	55	55	0	0	0
STON2	0	2	0	0	0	NA	NA	NA	ENST00000267540	8145	2	2	0.0245549416820135	0.0245549416820135	1	0	0.5	0	0	655	655	0	0.2428701422	0.2428701422
STOX1	1	1	0	0	0	NA	NA	NA	ENST00000298596	8901	2	1	0.0224693854623076	0.0112346927311538	1	0	1	0	0	293	293	0	0.5656341231	0.5656341231
STRADA	1	0	0	0	0	NA	NA	NA	ENST00000336174	3879	1	0	0.025779840164991	0	0	NA	NA	0	0	0	0	0	NA	NA
STS	0	1	0	0	0	NA	NA	NA	ENST00000217961	5247	1	1	0.0190585096245474	0.0190585096245474	1	0	1	0	0	446	446	0	0	0
STX19	0	1	0	0	0	NA	NA	NA	ENST00000315099	2646	1	1	0.0377928949357521	0.0377928949357521	1	0	1	0	0	178	178	0	0.8975103959	0.8975103959
STX1B	0	1	0	0	0	NA	NA	NA	ENST00000215095	2592	1	1	0.0385802469135802	0.0385802469135802	1	0	1	0	0	231	231	0	0	0
SUCNR1	0	1	0	0	0	NA	NA	NA	ENST00000362032	3006	1	1	0.0332667997338656	0.0332667997338656	1	0	1	0	0	14	14	0	0	0
SUGT1	0	0	1	0	0	NA	NA	NA	ENST00000343788	3285	1	1	0.030441400304414	0.030441400304414	0	NA	NA	0	0	0	0	162	NA	NA
SULF1	0	1	0	0	0	NA	NA	NA	ENST00000260128	7839	1	1	0.0127567291746396	0.0127567291746396	1	0	1	0	0	474	474	0	0.0852725592	0.0852725592
SULF2	0	1	0	0	0	NA	NA	NA	ENST00000359930	7830	1	1	0.0127713920817369	0.0127713920817369	1	0	1	0	0	800	800	0	0	0
SULT1C3	0	1	0	0	0	NA	NA	NA	ENST00000329106	2736	1	1	0.0365497076023392	0.0365497076023392	1	0	1	0	0	168	168	0	1.8212715936	1.8212715936
SULT2B1	1	0	0	0	0	NA	NA	NA	ENST00000201586	3285	1	0	0.030441400304414	0	0	NA	NA	0	0	0	0	0	NA	NA
SUN3	1	0	0	0	0	NA	NA	NA	ENST00000297325	3213	1	0	0.0311235605353252	0	0	NA	NA	0	0	0	0	0	NA	NA
SUOX	0	1	0	0	0	NA	NA	NA	ENST00000266971	4905	1	1	0.0203873598369011	0.0203873598369011	1	0	1	0	0	303	303	0	0.4568652084	0.4568652084
SUPT16H	0	1	0	0	0	NA	NA	NA	ENST00000216297	9423	1	1	0.010612331529237	0.010612331529237	1	0	1	0	0	95	95	0	0.0878272179	0.0878272179
SUSD5	0	1	0	0	0	NA	NA	NA	ENST00000309558	5661	1	1	0.0176647235470765	0.0176647235470765	1	0	1	0	0	145	145	0	0.09860064	0.09860064
SVEP1	1	4	0	0	0	0.447068021726325	-4.99999125329554	NA	ENST00000374469	32139	5	4	0.0155574224462491	0.0124459379569993	1	0	0.25	0	0	1661	1661	0	0.139330244425	0.139330244425
SYCP2	1	2	0	0	0	-0.828324126610797	-4.9999786165026	NA	ENST00000357552	13770	3	2	0.0217864923747277	0.0145243282498184	1	0	0.5	0	0	1032	1032	0	NA	NA
SYCP3	0	1	0	0	0	NA	NA	NA	ENST00000266743	2124	1	1	0.0470809792843691	0.0470809792843691	1	0	1	0	0	228	228	0	NA	NA
SYNCRIP	0	1	0	0	0	NA	NA	NA	ENST00000369622	5607	1	1	0.0178348492955235	0.0178348492955235	1	0	1	0	0	566	566	0	0	0
SYNE1	0	2	0	0	0	NA	NA	NA	ENST00000367255	79173	2	2	0.00252611370037765	0.00252611370037765	1	0	0.5	0	0	131	131	0	0.318837493	0.318837493
SYT4	0	1	0	0	0	NA	NA	NA	ENST00000255224	3825	1	1	0.0261437908496732	0.0261437908496732	1	0	1	0	0	61	61	0	0.0822535363	0.0822535363
SYT7	0	1	0	0	0	NA	NA	NA	ENST00000263846	3627	1	1	0.0275709953129308	0.0275709953129308	1	0	1	0	0	235	235	0	0	0
SYTL4	0	1	0	0	0	NA	NA	NA	ENST00000263033	6039	1	1	0.0165590329524756	0.0165590329524756	1	0	1	0	0	149	149	0	0.1481548645	0.1481548645
SZT2	0	1	0	0	0	NA	NA	NA	ENST00000562955	30375	1	1	0.00329218106995885	0.00329218106995885	1	0	1	0	0	986	986	0	0.3339874477	0.3339874477
TAAR5	1	1	0	0	0	NA	NA	NA	ENST00000258034	3033	2	1	0.0659413122321134	0.0329706561160567	1	0	1	0	0	209	209	0	0.2510702917	0.2510702917
TAAR9	0	1	0	0	0	NA	NA	NA	ENST00000434551	3132	1	1	0.0319284802043423	0.0319284802043423	1	0	1	0	0	233	233	0	0.4512347859	0.4512347859
TAB3	0	1	0	0	0	NA	NA	NA	ENST00000378933	6408	1	1	0.015605493133583	0.015605493133583	1	0	1	0	0	165	165	0	0.1590914225	0.1590914225
TACC2	1	0	0	0	0	NA	NA	NA	ENST00000334433	26532	1	0	0.00376903361977989	0	0	NA	NA	0	0	0	0	0	NA	NA
TACR3	0	0	0	1	0	NA	NA	NA	ENST00000304883	4185	1	1	0.02389486260454	0.02389486260454	0	NA	NA	0	0	0	0	32	NA	NA
TAF1	0	1	0	0	0	NA	NA	NA	ENST00000373790	16848	1	1	0.00593542260208927	0.00593542260208927	1	0	1	0	0	1634	1634	0	0.0962639851	0.0962639851
TAF1D	0	1	0	0	0	NA	NA	NA	ENST00000323981	2502	1	1	0.0399680255795364	0.0399680255795364	1	0	1	0	0	53	53	0	NA	NA
TAF1L	1	1	0	0	0	NA	NA	NA	ENST00000242310	16434	2	1	0.012169891687964	0.00608494584398199	1	0	1	0	0	873	873	0	0	0
TAF3	1	1	0	0	0	NA	NA	NA	ENST00000344293	8361	2	1	0.0239205836622414	0.0119602918311207	1	0	1	0	0	844	844	0	0.1762675798	0.1762675798
TANGO6	0	1	0	0	0	NA	NA	NA	ENST00000261778	9846	1	1	0.0101564086938858	0.0101564086938858	1	0	1	0	0	916	916	0	1.1073445577	1.1073445577
TAOK1	0	2	0	0	0	NA	NA	NA	ENST00000261716	9009	2	2	0.0222000222000222	0.0222000222000222	1	0	0.5	0	0	175	175	0	0.0869401921	0.0869401921
TAOK3	0	1	0	0	0	NA	NA	NA	ENST00000392533	8082	1	1	0.0123731749566939	0.0123731749566939	1	0	1	0	0	463	463	0	0.0847882718	0.0847882718
TARM1	1	0	0	0	0	NA	NA	NA	ENST00000432826	2439	1	0	0.0410004100041	0	0	NA	NA	0	0	0	0	0	NA	NA
TAS1R1	1	0	0	0	0	NA	NA	NA	ENST00000333172	7569	1	0	0.0132117849121416	0	0	NA	NA	0	0	0	0	0	NA	NA
TAS2R31	0	1	0	0	0	NA	NA	NA	ENST00000390675	2781	1	1	0.0359582883854729	0.0359582883854729	1	0	1	0	0	93	93	0	0.8150949056	0.8150949056
TAS2R40	0	1	0	0	0	NA	NA	NA	ENST00000408947	2907	1	1	0.0343997248022016	0.0343997248022016	1	0	1	0	0	83	83	0	0.9355865793	0.9355865793
TAS2R41	1	0	0	0	0	NA	NA	NA	ENST00000408916	2763	1	0	0.0361925443358668	0	0	NA	NA	0	0	0	0	0	NA	NA
TAS2R5	0	1	0	0	0	NA	NA	NA	ENST00000247883	2691	1	1	0.0371609067261241	0.0371609067261241	1	0	1	0	0	96	96	0	0.4867480412	0.4867480412
TAS2R50	0	1	0	0	0	NA	NA	NA	ENST00000506868	2691	1	1	0.0371609067261241	0.0371609067261241	1	0	1	0	0	173	173	0	1.7641439506	1.7641439506
TAZ	0	1	0	0	0	NA	NA	NA	ENST00000601016	2628	1	1	0.0380517503805175	0.0380517503805175	1	0	1	0	0	157	157	0	0	0
TBC1D21	0	1	0	0	0	NA	NA	NA	ENST00000300504	3024	1	1	0.0330687830687831	0.0330687830687831	1	0	1	0	0	281	281	0	0.2189087704	0.2189087704
